Pos	X	Y	Slit	Archivo	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL	Center	ErrC	Width	ErrW	Peak	ErrP	Line	ErrL
84	88.506	11	5	595r5_887-333336.xlsx	6557.654	0.004	0.944	0.01	898.8	8.032	902.8	8.207	6542.816	0.015	0.865	0.038	72.32	2.679	66.56	2.529	6578.316	0.015	0.865	0.038	217	8.036	199.7	7.587	6711.752	0.017	0.841	0.041	105.9	5.067	94.74	4.848	6726.152	0.017	0.841	0.041	81.63	5.064	73.04	4.378
85	87.165	11	5	595r5_887-337340.xlsx	6557.709	0.004	0.914	0.01	827.4	7.845	804.7	7.76	6542.881	0.014	0.78	0.034	75.29	2.733	62.48	2.307	6578.381	0.014	0.78	0.034	225.9	8.2	187.4	6.92	6711.79	0.012	0.769	0.034	121.9	5.176	99.86	4.374	6726.19	0.012	0.769	0.034	85.63	4.899	70.13	4.008
86	85.824	11	5	595r5_887-341344.xlsx	6557.684	0.004	0.849	0.01	854.1	8.444	772.2	7.752	6542.846	0.012	0.756	0.03	86.26	2.866	69.43	2.346	6578.346	0.012	0.756	0.03	258.8	8.598	208.3	7.038	6711.766	0.013	0.704	0.028	151.9	5.696	113.7	4.341	6726.166	0.013	0.704	0.028	97	5.228	72.64	3.961
87	84.483	11	5	595r5_887-345348.xlsx	6557.703	0.005	0.86	0.012	665	7.841	609	7.298	6542.825	0.011	0.689	0.029	80.47	2.805	58.97	2.084	6578.325	0.011	0.689	0.029	241.4	8.414	176.9	6.253	6711.762	0.014	0.713	0.028	129.5	5.215	98.32	4.005	6726.162	0.014	0.713	0.028	98.42	4.908	74.74	3.82
88	83.142	11	5	595r5_887-349352.xlsx	6557.771	0.009	0.926	0.019	442.3	7.736	435.9	7.756	6542.894	0.021	0.805	0.055	48.42	2.696	41.48	2.357	6578.394	0.021	0.805	0.055	145.3	8.089	124.4	7.07	6711.806	0.014	0.76	0.039	111.2	5.421	89.97	4.4	6726.206	0.014	0.76	0.039	66.82	4.872	54.04	4.038
89	81.801	11	5	595r5_887-353356.xlsx	6557.758	0.01	0.988	0.026	305.6	7.104	321.3	7.602	6542.848	0.037	0.976	0.106	29.36	2.437	30.5	2.623	6578.348	0.037	0.976	0.106	88.08	7.312	91.51	7.868	6711.827	0.027	0.825	0.06	80.1	5.314	70.32	4.711	6726.227	0.027	0.825	0.06	45.7	4.704	40.12	4.246
90	80.46	11	5	595r5_887-357360.xlsx	6557.804	0.019	1.011	0.045	181.5	6.98	195.4	7.654	6542.927	0.074	1.143	0.202	16.74	2.237	20.37	2.835	6578.427	0.074	1.143	0.202	50.21	6.712	61.1	8.505	6711.73	0.048	0.964	0.138	42.47	5.074	43.59	5.699	6726.13	0.048	0.964	0.138	27.5	4.899	28.22	4.776
91	79.119	11	5	595r5_887-361364.xlsx	6557.841	0.026	1.009	0.056	146.9	7.132	157.8	7.795	6542.911	0.07	0.915	0.193	15.36	2.525	14.96	2.53	6578.411	0.07	0.915	0.193	46.08	7.575	44.89	7.589	6711.896	0.048	0.881	0.111	44.26	5.093	41.49	4.739	6726.296	0.048	0.881	0.111	21.65	4.368	20.3	4.31
92	77.778	11	5	595r5_887-365368.xlsx	6557.809	0.029	0.921	0.065	129.1	7.829	126.6	7.881	6542.947	0.378	2.214	1.943	7.071	3.128	16.66	8.627	6578.447	0.378	2.214	1.943	21.21	9.383	49.98	25.88	6711.88	0.032	0.666	0.106	49.63	6.416	35.2	4.258	6726.28	0.032	0.666	0.106	24.9	5.066	17.66	3.844
93	76.437	11	5	595r5_887-369372.xlsx	6557.878	0.022	0.951	0.054	157.3	7.492	159.2	7.72	6543.027	0.104	1.403	0.281	13.6	2.056	20.3	3.25	6578.527	0.104	1.403	0.281	40.79	6.168	60.91	9.749	6711.887	0.032	0.901	0.087	55.97	5.35	53.7	5.089	6726.287	0.032	0.901	0.087	41.62	4.885	39.94	4.959
94	75.096	11	5	595r5_887-373376.xlsx	6557.847	0.025	0.971	0.057	144.1	7.429	148.9	7.809	6542.895	0.068	1.07	0.227	17.29	2.571	19.7	3.059	6578.395	0.068	1.07	0.227	51.87	7.713	59.09	9.176	6711.811	0.032	1.026	0.088	64.41	5.059	70.33	5.568	6726.211	0.032	1.026	0.088	42.33	4.522	46.22	5.188
95	73.755	11	5	595r5_887-377380.xlsx	6557.737	0.039	1.222	0.088	116.7	7.048	151.9	9.396	6542.831	0.079	1.067	0.302	15.49	2.85	17.59	3.445	6578.331	0.079	1.067	0.302	46.46	8.551	52.76	10.34	6711.752	0.036	1.224	0.09	54.1	3.993	70.51	5.248	6726.152	0.036	1.224	0.09	36.13	3.643	47.09	4.98
96	72.414	11	5	595r5_887-381384.xlsx	6557.64	0.047	1.15	0.12	78.14	6.904	95.61	8.645	6542.65	0.284	2.12	0.571	5.96	1.531	13.45	3.652	6578.15	0.284	2.12	0.571	17.88	4.594	40.36	10.96	6711.797	0.065	1.09	0.152	40.28	4.882	46.71	5.91	6726.197	0.065	1.09	0.152	13.6	4.274	15.78	4.892
97	71.073	11	5	595r5_887-385388.xlsx	6557.538	0.097	1.231	0.311	49.28	8.557	64.57	11.69	6542.432	0.495	3.18	1.119	5.131	1.437	17.37	5.638	6577.932	0.495	3.18	1.119	15.39	4.312	52.11	16.91	6711.74	0.138	1.765	0.389	19.6	3.81	36.81	7.832	6726.14	0.138	1.765	0.389	15.4	3.733	28.92	7.064
98	69.732	11	5	595r5_887-389392.xlsx	6557.726	0.046	1.041	0.108	80.21	6.73	88.91	7.638	6543.191	0.217	1.977	0.485	6.807	1.463	14.32	3.297	6578.691	0.217	1.977	0.485	20.42	4.39	42.97	9.89	6711.843	0.061	1.027	0.19	37.96	5.349	41.49	5.689	6726.243	0.061	1.027	0.19	15.81	4.052	17.28	5.02
99	68.391	11	5	595r5_887-393396.xlsx	6557.543	0.069	1.512	0.158	63.56	5.825	102.3	9.676	6542.354	0.249	2.389	0.683	8.756	1.689	22.27	4.792	6577.854	0.249	2.389	0.683	26.27	5.067	66.8	14.38	6711.583	0.095	1.521	0.25	23.87	3.451	38.66	6.445	6725.983	0.095	1.521	0.25	17.98	3.597	29.13	5.408
100	67.05	11	5	595r5_887-397400.xlsx	6557.269	0.084	1.657	0.177	55.97	5.458	98.7	9.942	6542.273	0.352	2.93	0.949	5.415	1.358	16.89	4.794	6577.773	0.352	2.93	0.949	16.24	4.073	50.66	14.38	6711.358	0.111	1.369	0.211	22.82	3.92	33.27	5.879	6725.758	0.111	1.369	0.211	11.38	3.663	16.59	5.426
101	65.709	11	5	595r5_887-401404.xlsx	6557.422	0.083	1.351	0.186	45.69	5.853	65.71	8.61	6541.986	0.434	2.706	1.121	4.331	1.43	12.47	4.403	6577.486	0.434	2.706	1.121	12.99	4.29	37.42	13.21	6711.562	0.058	0.532	0.174	34.05	8.085	19.27	4.601	6725.961	0.058	0.532	0.174	4.335	5.934	2.453	3.426
102	64.368	11	5	595r5_887-405408.xlsx	6557.389	0.058	1.084	0.14	66.45	6.946	76.69	8.36	6543.151	0.761	6.053	3.281	3.616	1.071	23.3	10.05	6578.651	0.761	6.053	3.281	10.85	3.214	69.89	30.14	6711.551	0.036	0.478	0.162	33.03	8.559	16.81	3.784	6725.951	0.036	0.478	0.162	22.62	8.242	11.51	3.128
103	63.027	11	5	595r5_887-409412.xlsx	6557.631	0.111	1.292	0.245	34.78	5.8	47.85	8.367	6545.04	1.414	15.556	2.178	3.215	0.673	53.24	13.42	6580.54	1.414	15.556	2.178	9.646	2.019	159.7	40.25	6714.233	0.317	2.151	0.473	-12.4	3.298	-28.39	-7.848	6728.633	0.317	2.151	0.473	-2.235	2.837	-5.118	-6.379
104	61.686	11	5	595r5_887-413416.xlsx	6557.512	0.208	0.807	0.321	16.31	7.147	14	6.23	6542.927	0.105	0.535	0.332	6.872	3.679	3.911	1.711	6578.427	0.105	0.535	0.332	20.62	11.04	11.73	5.133	6713.392	0	0.198	0	9.815	0	2.072	5.118	6727.792	0	0.198	0	131.5	0	27.76	123
105	60.345	11	5	595r5_887-417420.xlsx	6557.723	0.149	0.576	0.264	22.79	9.049	13.98	5.989	6542.708	0.443	3.05	0.897	4.432	1.259	14.39	4.461	6578.208	0.443	3.05	0.897	13.3	3.778	43.17	13.38	6716.696	0	-209.9	0	11.71	0	-2617	0	6731.096	0	-209.9	0	-22.7	0	5071	0
106	59.004	11	5	595r5_887-421424.xlsx	6557.462	0.129	0.501	0.239	28.79	10.86	15.34	6.693	6541.971	0.446	1.803	0.761	3.79	1.86	7.275	3.537	6577.471	0.446	1.803	0.761	11.37	5.581	21.83	10.61	6711.319	0.162	1.088	0.369	10.91	4.47	12.64	4.871	6725.719	0.162	1.088	0.369	12.98	4.322	15.04	5.442
107	57.663	11	5	595r5_887-425428.xlsx	6557.355	0.272	0.98	0.626	13.83	7.625	14.43	8.315	6542.406	0.412	3.127	0.94	5.15	1.367	17.14	5.036	6577.906	0.412	3.127	0.94	15.45	4.101	51.43	15.11	6709.91	0.805	7.285	1.605	8.018	1.926	62.18	17.5	6724.31	0.805	7.285	1.605	4.257	1.881	33.02	16.54
108	56.322	11	5	595r5_887-429432.xlsx	6557.662	0.248	1.274	0.395	18.17	6.439	24.63	8.899	6545.266	1.405	13.362	2.686	3.411	0.7987	48.51	14.34	6580.766	1.405	13.362	2.686	10.23	2.396	145.5	43.03	6713.696	0.389	1.489	0.554	-3.744	3.27	-5.936	-5.022	6728.096	0.389	1.489	0.554	-6.577	3.222	-10.43	-5.493
109	54.981	11	5	595r5_887-433436.xlsx	6557.271	0.242	1.182	0.389	18.34	6.57	23.08	8.429	6542.335	0.774	3.697	2.078	3.103	1.28	12.21	6.095	6577.835	0.774	3.697	2.078	9.308	3.839	36.63	18.29	6710.774	1.014	3.961	2.089	3.313	2.508	13.97	9.674	6725.174	1.014	3.961	2.089	5.015	2.386	21.14	12.14
110	53.64	11	5	595r5_887-437440.xlsx	6557.738	0.204	1.053	0.318	19.73	6.826	22.12	7.703	6540.601	0.564	1.987	1.235	3.014	1.698	6.374	3.786	6576.101	0.564	1.987	1.235	9.041	5.094	19.12	11.36	6711.665	0.775	3.895	1.635	6.785	2.564	28.13	11.9	6726.065	0.775	3.895	1.635	1.266	2.394	5.249	10.23
111	52.299	11	5	595r5_887-441444.xlsx	6557.279	0.406	1.624	0.9	11.39	5.494	19.69	10.13	6544.037	1.151	13.143	2.447	3.605	0.7421	50.44	13.63	6579.537	1.151	13.143	2.447	10.82	2.226	151.3	40.89	6716.478	0.125	0.974	0.26	16.07	5.022	16.66	5.21	6730.877	0.125	0.974	0.26	12.78	4.84	13.25	5.179
112	50.958	11	5	595r5_887-445448.xlsx	6557.139	0.39	1.726	0.592	12.89	5.469	23.69	10.17	6543.007	0.71	4.797	1.772	3.734	1.118	19.07	6.964	6578.507	0.71	4.797	1.772	11.2	3.355	57.2	20.89	6716.655	1.399	3.884	2.686	-4.665	2.601	-19.28	-13.91	6731.055	1.399	3.884	2.686	1.196	4.09	4.945	15.23
113	49.617	11	5	595r5_887-449452.xlsx	6557.596	0.156	1.279	0.351	25.07	5.939	34.13	8.469	6544.469	1.137	14.214	2.006	3.877	0.6858	58.65	13.06	6579.969	1.137	14.214	2.006	11.63	2.057	176	39.19	6714.59	0.278	0.881	0.815	6.877	6.96	6.452	4.391	6728.99	0.278	0.881	0.815	-9.682	5.37	-9.084	-7.149
114	48.276	11	5	595r5_887-453456.xlsx	6557.37	0.129	1.075	0.318	28.62	7.211	32.76	8.592	6544.656	1.167	14.125	2.254	3.981	0.7623	59.86	14.63	6580.156	1.167	14.125	2.254	11.94	2.287	179.6	43.9	6711.385	0.128	1.165	0.413	14.04	4.776	17.41	5.245	6725.785	0.128	1.165	0.413	16.1	4.271	19.97	6.487
115	46.935	11	5	595r5_887-457460.xlsx	6557.451	0.096	0.891	0.18	34.02	7.078	32.27	6.85	6543.67	1.1	14.07	2.166	4.207	0.7192	63.01	14.29	6579.17	1.1	14.07	2.166	12.62	2.158	189	42.87	6711.19	0.129	1.554	0.303	19.62	3.891	32.45	6.528	6725.59	0.129	1.554	0.303	15.52	3.648	25.68	6.415
116	45.594	11	5	595r5_887-461464.xlsx	6557.476	0.15	-0.74	0.378	22.25	9.179	-17.53	-7.479	6545.163	1.425	14.989	2.359	3.606	0.78	57.54	15.11	6580.663	1.425	14.989	2.359	10.82	2.34	172.6	45.33	6711.459	0	0.148	0	950.8	0	150.2	197.9	6725.859	0	0.148	0	35.29	0	5.574	3.556
117	44.253	11	5	595r5_887-465468.xlsx	6557.162	0.143	1.085	0.247	26.27	6.508	30.34	7.75	6546.4	1.608	15.26	2.707	3.109	0.7341	50.5	14.85	6581.9	1.608	15.26	2.707	9.327	2.202	151.5	44.54	6711.134	0.074	0.704	0.158	24.91	5.86	18.67	4.484	6725.534	0.074	0.704	0.158	19.64	5.773	14.71	4.238
118	42.912	11	5	595r5_887-469472.xlsx	6557.436	0.126	1.147	0.284	35.81	7.341	43.74	9.183	6541.829	0.493	2.575	0.935	4.039	1.485	11.07	4.203	6577.329	0.493	2.575	0.935	12.12	4.454	33.21	12.61	6711.331	0.127	1.192	0.226	18.5	4.063	23.46	5.194	6725.73	0.127	1.192	0.226	9.083	3.743	11.52	4.878
119	41.571	11	5	595r5_887-473476.xlsx	6557.315	0.145	1.212	0.27	28.71	6.219	37.03	8.184	6542.199	0.348	2.638	0.554	5.22	1.29	14.66	3.812	6577.699	0.348	2.638	0.554	15.66	3.871	43.97	11.44	6711.608	0.124	0.854	0.265	15.13	4.991	13.76	6.183	6726.008	0.124	0.854	0.265	15.85	6.616	14.41	4.543
120	40.23	11	5	595r5_887-477480.xlsx	6557.461	0.099	0.952	0.226	36.52	7.308	37.01	7.572	6542.032	0.587	3.341	1.381	3.493	1.246	12.42	4.81	6577.532	0.587	3.341	1.381	10.48	3.737	37.26	14.43	6713.389	0.856	4.144	1.738	0.5959	2.69	2.629	12.04	6727.789	0.856	4.144	1.738	6.453	2.538	28.47	12.08
121	38.889	11	5	595r5_887-481484.xlsx	6557.472	0.128	1.181	0.351	33.95	7.594	42.68	9.921	6542.636	0.285	1.767	1.179	5.659	2.285	10.64	4.881	6578.136	0.285	1.767	1.179	16.98	6.855	31.93	14.64	6711.521	0.124	1.013	0.263	21.08	5.026	22.74	5.512	6725.92	0.124	1.013	0.263	2.15	3.802	2.32	4.154
122	37.548	11	5	595r5_887-485488.xlsx	6557.497	0.072	0.837	0.151	51.71	8.119	46.05	7.348	6543.013	0.176	1.315	0.522	7.693	2.22	10.77	3.325	6578.513	0.176	1.315	0.522	23.08	6.659	32.3	9.976	6711.45	0.082	0.916	0.205	27.32	5.201	26.63	5.202	6725.85	0.082	0.916	0.205	3.694	4.217	3.6	4.09
123	36.207	11	5	595r5_887-489492.xlsx	6557.571	0.088	1.047	0.169	44.34	6.83	49.42	7.772	6543.021	0.603	3.658	1.801	4.221	1.307	16.43	6.489	6578.521	0.603	3.658	1.801	12.66	3.922	49.3	19.47	6711.413	0.057	0.65	0.158	37.5	7.144	25.96	4.726	6725.812	0.057	0.65	0.158	1.365	5.203	0.9447	3.591
124	34.866	11	5	595r5_887-493496.xlsx	6557.659	0.086	1.068	0.206	41.63	6.9	47.35	8.028	6542.138	0.375	2.842	0.741	4.952	1.271	14.98	4.152	6577.638	0.375	2.842	0.741	14.86	3.812	44.95	12.46	6711.557	0.158	1.112	0.309	16.1	4.343	19.07	5.236	6725.957	0.158	1.112	0.309	3.697	3.962	4.378	4.739
125	33.525	11	5	595r5_887-497500.xlsx	6557.568	0.057	1.179	0.139	59.02	6.091	74.06	7.959	6544.596	1.378	13.044	2.993	2.786	0.6875	38.69	12.57	6580.096	1.378	13.044	2.993	8.359	2.063	116.1	37.71	6711.144	0.13	1.018	0.306	19.48	5.09	21.1	5.739	6725.543	0.13	1.018	0.306	5.361	4.732	5.807	4.97
126	32.184	11	5	595r5_887-501504.xlsx	6557.679	0.034	1.023	0.087	97.83	7.055	106.5	7.851	6542.556	0.209	2.602	0.549	8.407	1.423	23.29	4.317	6578.056	0.209	2.602	0.549	25.22	4.268	69.87	12.95	6711.593	0.09	1.042	0.167	30.09	4.926	33.38	5.532	6725.993	0.09	1.042	0.167	-0.3811	0	-0.4227	-0.04279
127	30.843	11	5	595r5_887-505508.xlsx	6557.616	0.03	0.994	0.085	106.7	7.365	113	7.95	6542.656	0.097	0.868	0.253	10.71	2.521	9.895	2.373	6578.156	0.097	0.868	0.253	32.13	7.562	29.69	7.118	6711.699	0.089	1.055	0.165	29.23	4.56	32.81	5.213	6726.099	0.089	1.055	0.165	-2.223	5.361	-2.495	-5.993
128	29.502	11	5	595r5_887-509512.xlsx	6557.525	0.054	1.062	0.146	77.77	7.727	87.92	8.984	6542.776	0.125	1.074	0.412	9.217	2.453	10.54	2.983	6578.276	0.125	1.074	0.412	27.65	7.36	31.62	8.948	6711.509	0.109	1.037	0.243	22.8	4.522	25.17	5.139	6725.909	0.109	1.037	0.243	-2.744	3.489	-3.029	-3.823
129	28.161	11	5	595r5_887-513516.xlsx	6557.723	0.069	1.533	0.222	67.87	6.855	110.8	11.71	6541.953	0.311	2.359	0.617	5.761	1.457	14.47	3.909	6577.453	0.311	2.359	0.617	17.28	4.372	43.4	11.73	6711.47	0.101	1.086	0.233	21.95	4.366	25.38	4.963	6725.87	0.101	1.086	0.233	10.94	3.751	12.65	4.651
130	26.82	11	5	595r5_887-517520.xlsx	6557.782	0.073	1.559	0.17	65.07	5.916	108	10.14	6542.924	0.159	1.454	0.472	8.652	2.092	13.39	3.385	6578.424	0.159	1.454	0.472	25.95	6.275	40.18	10.16	6711.613	0.097	0.995	0.191	23.09	4.614	24.46	5.325	6726.013	0.097	0.995	0.191	17.7	4.78	18.75	4.787
131	25.479	11	5	595r5_887-521524.xlsx	6557.615	0.034	1.054	0.08	98.55	6.626	110.5	7.575	6542.581	0.131	1.542	0.411	10.44	1.958	17.15	3.434	6578.081	0.131	1.542	0.411	31.33	5.875	51.44	10.3	6711.755	0.103	1.196	0.221	23.34	4.151	29.73	5.645	6726.155	0.103	1.196	0.221	12.04	3.928	15.33	4.84
132	24.138	11	5	595r5_887-525528.xlsx	6557.701	0.027	1.135	0.055	168.6	7.146	203.6	8.838	6542.6	0.169	2.605	0.601	11.69	1.751	32.42	5.543	6578.1	0.169	2.605	0.601	35.08	5.253	97.26	16.63	6711.671	0.052	1.156	0.141	44.23	4.669	54.45	6.3	6726.071	0.052	1.156	0.141	27.65	4.513	34.03	5.305
133	22.797	11	5	595r5_887-529532.xlsx	6557.673	0.028	1.154	0.062	121.9	6.112	149.7	7.66	6542.458	0.167	2.207	0.536	9.938	1.645	23.35	4.257	6577.958	0.167	2.207	0.536	29.81	4.935	70.04	12.77	6711.741	0.051	1.007	0.11	42.92	4.757	45.99	5.403	6726.141	0.051	1.007	0.11	27.76	4.639	29.75	4.843
134	21.456	11	5	595r5_887-533536.xlsx	6557.515	0.032	1.112	0.074	106.1	6.191	125.5	7.492	6542.476	0.274	2.365	0.802	5.793	1.438	14.58	4.048	6577.976	0.274	2.365	0.802	17.38	4.314	43.75	12.14	6711.559	0.071	1.245	0.202	27.67	4.155	36.68	5.446	6725.958	0.071	1.245	0.202	22.6	3.753	29.96	5.465
135	20.115	11	5	595r5_887-537540.xlsx	6557.63	0.024	1.011	0.053	144	6.605	155.1	7.246	6542.792	0.102	1.363	0.37	11.97	2.153	17.36	3.332	6578.292	0.102	1.363	0.37	35.91	6.46	52.09	9.996	6711.585	0.064	1.032	0.142	31.23	4.679	34.31	5.405	6725.985	0.064	1.032	0.142	25.71	4.67	28.24	5.076
136	18.774	11	5	595r5_887-541544.xlsx	6557.587	0.011	0.886	0.025	311.5	7.368	293.9	7.057	6542.715	0.025	0.735	0.054	36.5	2.461	28.57	1.989	6578.215	0.025	0.735	0.054	109.5	7.384	85.72	5.966	6711.583	0.024	0.815	0.057	68.3	4.724	59.26	4.13	6725.982	0.024	0.815	0.057	37.81	4.258	32.81	3.789
137	17.433	11	5	595r5_887-545548.xlsx	6557.651	0.008	0.857	0.019	432.8	8.411	395.1	7.788	6542.789	0.027	0.725	0.064	38.03	2.877	29.36	2.281	6578.289	0.027	0.725	0.064	114.1	8.632	88.08	6.842	6711.652	0.026	0.846	0.062	67.54	4.906	60.83	4.529	6726.052	0.026	0.846	0.062	48.18	4.621	43.39	4.222
138	16.092	11	5	595r5_887-549552.xlsx	6557.669	0.007	0.874	0.017	479.5	7.928	446.1	7.489	6542.812	0.03	0.873	0.072	35.5	2.52	33	2.403	6578.312	0.03	0.873	0.072	106.5	7.561	99.01	7.209	6711.671	0.025	0.846	0.063	76.89	5.64	69.25	5.125	6726.071	0.025	0.846	0.063	53.48	5.21	48.17	4.85
139	14.751	11	5	595r5_887-553556.xlsx	6557.678	0.009	0.945	0.02	450.8	8.247	453.2	8.429	6542.791	0.031	0.904	0.079	39.11	2.778	37.65	2.751	6578.291	0.031	0.904	0.079	117.3	8.335	113	8.252	6711.669	0.028	0.853	0.057	94.83	6.038	86.12	5.65	6726.069	0.028	0.853	0.057	46	5.477	41.77	4.976
140	13.41	11	5	595r5_887-557560.xlsx	6557.797	0.015	0.989	0.027	347.2	8.389	365.4	8.986	6542.878	0.043	1.109	0.112	31.73	2.592	37.47	3.175	6578.378	0.043	1.109	0.112	95.2	7.776	112.4	9.524	6711.764	0.025	0.887	0.068	77.74	5.414	73.4	5.656	6726.164	0.025	0.887	0.068	56.91	5.524	53.73	4.864
141	12.069	11	5	595r5_887-561564.xlsx	6557.833	0.012	0.967	0.024	417.7	8.824	430	9.247	6542.956	0.035	0.998	0.082	37.72	2.711	40.09	2.963	6578.456	0.035	0.998	0.082	113.2	8.133	120.3	8.89	6711.773	0.03	1.106	0.068	76.08	4.992	89.58	5.979	6726.173	0.03	1.106	0.068	54.25	4.697	63.88	5.684
142	10.728	11	5	595r5_887-565568.xlsx	6557.763	0.008	0.96	0.017	489.7	7.619	500.5	7.925	6542.871	0.033	1.045	0.085	35.21	2.359	39.18	2.71	6578.371	0.033	1.045	0.085	105.6	7.076	117.5	8.131	6711.738	0.023	0.87	0.053	108.8	6.082	100.8	5.723	6726.138	0.023	0.87	0.053	69.91	5.506	64.76	5.253
143	9.387	11	5	595r5_887-569572.xlsx	6557.781	0.007	0.931	0.016	563.5	8.394	558.4	8.454	6542.897	0.022	0.819	0.057	52.11	2.946	45.42	2.625	6578.397	0.022	0.819	0.057	156.3	8.839	136.3	7.874	6711.739	0.012	0.83	0.032	149.8	6.034	132.3	5.459	6726.139	0.012	0.83	0.032	110.6	5.756	97.7	5.139
144	8.046	11	5	595r5_887-573576.xlsx	6557.826	0.013	0.91	0.037	257.6	8.916	249.6	8.785	6542.975	0.042	0.842	0.106	27.76	2.947	24.89	2.699	6578.475	0.042	0.842	0.106	83.28	8.84	74.67	8.097	6711.758	0.026	0.879	0.066	78.04	5.614	73	5.344	6726.158	0.026	0.879	0.066	46.1	5.099	43.12	4.871
145	6.705	11	5	595r5_887-577580.xlsx	6557.743	0.034	0.952	0.092	106.8	8.622	108.3	8.933	6542.253	0.394	3.337	0.93	7.431	1.524	26.4	6.21	6577.753	0.394	3.337	0.93	22.29	4.572	79.2	18.63	6711.726	0.047	0.854	0.103	56.44	5.99	51.31	5.511	6726.125	0.047	0.854	0.103	19.02	5.077	17.3	4.715
146	5.364	11	5	595r5_887-581584.xlsx	6557.664	0.029	1.036	0.083	126.9	8.447	139.9	9.52	6542.902	0.108	1.316	0.412	14.17	2.846	19.86	4.294	6578.402	0.108	1.316	0.412	42.52	8.538	59.57	12.88	6711.782	0.04	1.023	0.087	61.28	5.088	66.72	5.639	6726.182	0.04	1.023	0.087	34.93	4.628	38.03	5.163
147	4.023	11	5	595r5_887-585588.xlsx	6557.698	0.025	1.026	0.055	157.3	7.539	171.8	8.388	6542.513	0.125	1.805	0.306	13.13	1.849	25.22	3.769	6578.013	0.125	1.805	0.306	39.38	5.546	75.66	11.31	6711.655	0.035	0.914	0.09	60.49	5.707	58.84	5.933	6726.055	0.035	0.914	0.09	40.93	5.582	39.82	5.247
148	2.682	11	5	595r5_887-589592.xlsx	6557.642	0.046	1.094	0.111	101	8.58	117.6	10.2	6542.916	0.118	1.248	0.305	13.26	2.586	17.63	3.604	6578.416	0.118	1.248	0.305	39.79	7.759	52.88	10.81	6711.636	0.055	1.068	0.113	48.53	5.558	55.16	6.582	6726.036	0.055	1.068	0.113	31.97	5.359	36.33	6.034
149	1.341	11	5	595r5_887-593596.xlsx	6557.689	0.038	-0.886	0.104	91.89	9.2	-86.68	-8.849	6542.449	0.226	2.223	0.966	8.782	2.355	20.78	6.13	6577.949	0.226	2.223	0.966	26.35	7.065	62.35	18.39	6711.641	0.071	0.967	0.145	39.91	5.38	41.09	5.775	6726.041	0.071	0.967	0.145	9.256	4.75	9.528	4.769
150	0	11	5	595r5_887-597600.xlsx	6557.6	0.073	0.872	0.151	58.06	9.022	53.87	8.498	6542.241	0.304	2.22	0.601	6.773	1.754	16.01	4.394	6577.741	0.304	2.22	0.601	20.32	5.261	48.02	13.18	6711.472	0.124	0.835	0.269	35.4	7.284	31.48	8.014	6725.872	0.124	0.835	0.269	15.43	7.706	13.72	5.294
1	199.809	8	6	595r6_889-001004.xlsx	6558.301	0.096	0.761	0.217	35.51	8.231	28.78	6.712	6542.509	0.519	2.658	1.041	3.554	1.344	10.06	3.92	6578.009	0.519	2.658	1.041	10.66	4.032	30.17	11.76	6713.88	0.334	1.614	0.461	-9.052	3.61	-15.55	-6.241	6728.28	0.334	1.614	0.461	-4.068	3.394	-6.989	-5.935
2	198.468	8	6	595r6_889-005008.xlsx	6557.576	0.072	0.418	0.638	30.52	50.02	13.59	4.635	6541.33	0.106	0.574	0.239	7.908	2.926	4.836	1.81	6576.83	0.106	0.574	0.239	23.72	8.778	14.51	5.43	6714.994	0.91	2.923	1.438	-4.764	2.982	-14.82	-8.499	6729.394	0.91	2.923	1.438	3.124	2.735	9.722	9.108
3	197.127	8	6	595r6_889-009012.xlsx	6557.732	0.124	0.879	0.244	24.24	6.669	22.68	6.344	6542.58	0.6	2.878	1.222	3.111	1.152	9.531	4.059	6578.08	0.6	2.878	1.222	9.333	3.456	28.59	12.18	6713.378	0.225	0.743	0.384	-4.918	4.775	-3.889	-3.774	6727.778	0.225	0.743	0.384	-8.088	5.018	-6.395	-4.196
4	195.786	8	6	595r6_889-013016.xlsx	6557.885	0.1	0.888	0.227	30.43	7.007	28.77	6.735	6542.983	0.194	1.026	0.606	5.551	2.313	6.064	2.709	6578.483	0.194	1.026	0.606	16.65	6.94	18.19	8.126	6714.396	2.365	11.2	3.222	3.222	1.42	38.41	20.63	6728.796	2.365	11.2	3.222	3.625	1.495	43.22	17.65
5	194.445	8	6	595r6_889-017020.xlsx	6557.829	0.143	1.004	0.306	27.19	7.303	29.07	7.946	6542.527	0.274	1.313	0.943	5.237	2.358	7.318	3.769	6578.027	0.274	1.313	0.943	15.71	7.074	21.95	11.31	6715.644	0.736	3.799	1.336	-5.454	2.359	-22.05	-9.169	6730.043	0.736	3.799	1.336	3.264	2.121	13.2	9.251
6	193.104	8	6	595r6_889-021024.xlsx	6557.765	0.077	0.963	0.172	39.75	6.602	40.73	6.972	6544.797	1.346	13.615	2.729	3.035	0.6801	43.99	12.86	6580.297	1.346	13.615	2.729	9.106	2.04	132	38.57	6712.115	0.106	0.679	0.194	19.03	5.508	13.75	4.076	6726.515	0.106	0.679	0.194	-2.843	5.029	-2.054	-3.572
